sentiment_id,user_name,tweet,longitude,latitude,sentiment
music_1575606847.961938,#HollyJollyGladys,#ItsNotTheHolidaysWithout non holiday music,-118.6684,33.704536,Neutral
music_1575606848.57199,Charlie Woods,In someway I will always contribute to country music. It’s my passion and in my blood. Fortunate to make a few doll… https://t.co/MOBV5dand4,-78.30742,42.846172,Positive
music_1575606851.082773,Michelle Pleitez,and I will still not switch over to Spotify idc idc 😩😂,-122.43623,47.495316,Neutral
music_1575606855.534183,Riezza Joy Ognes,"Tbh, 2019 music has a lot of bangers! Hope i can do some edits and i'll put my fav there. Huhuhu.",120.817245,14.86958,Neutral
music_1575606856.080107,Selena y Los Dinos,My therapist and I have been using music during our sessions since she can tell it means so much to me. She asks me… https://t.co/5kkFCT1XLy,-76.33429,36.82079,Positive
music_1575606863.247362,ㅤㅤ,"This was an amazing year! Finally produced original songs, performed my songs on stage, and released songs on Spoti… https://t.co/kXkVrnT21z",125.0103,5.958744,Positive
music_1575606867.094076,fetti🤝,Really living legend,-118.01779,33.788914,Positive
music_1575606868.881174,☃️❄️fuit gummy ❄️⛄️,OKAY we get it you guys your spotify songs or whatever i have APPLE MUSIC so leave me ALONE,-119.95385,39.35075,Positive
music_1575606876.616054,Richpen,"@rudeboypsquare Now Out On 9jaflaver!!

*RichPen Ft CasyVibez - Confidence*💥💥💥

*Download on 9jaflaver here:*  https://t.co/MvBHDABcKI",7.356623,10.425262,Neutral
music_1575606878.467147,rbq-ehnn j. Herzog 🇸🇪,"I love them so much, but they make me ruminate.
 
https://t.co/HVDrqoQkNR",-83.43046,42.267433,Positive
music_1575606885.392268,Leonard SA,"@youtubemusic yo, why my YouTube music censoring all the curse worse and guns? I have restricted mode turned off an… https://t.co/x1KcAp8cgC",106.79241,-6.268342,Negative
music_1575606889.872394,Robin Thicke,Imma need Weeknd to quit releasing songs! I cannot get enough of his music! My recently added is all his new music!,-90.310295,34.982925,Positive
music_1575606898.565212,gen🌊,This🙌🏼,-118.04296,33.732216,Neutral
music_1575606899.150444,WhosmansDeLorean,"One of the sickest parts tbh of Spotify 
Wrapped is seeing in my top plays 
DJ LAG ANYWHERE WE GO 
AND I HELPED GET… https://t.co/zUAaxN6HQ1",-118.6684,33.704536,Positive
music_1575606915.645767,Ghambit,@shadysthrone He’s literally had no good music since MMLP. lol Thsts why REAL rap fans are disappointed &amp; white was… https://t.co/q2w9PEJnch,-121.69198,36.643803,Negative
music_1575606917.144728,laurajean313,Jeffrey Epstein Didn't Kill Himself punk rock music and video by Blak Math (my band). Lyrics by @DewsNewz 😁 Please… https://t.co/WpWFJqfTvu,-106.58537,31.940983,Neutral
music_1575606933.39978,DakotaKeith,"Welp. Here’s my Top 40 songs of the year in Apple Music! 

So much girl pop, a little bit of indie, and most of my… https://t.co/ylNDKd8Cde",-111.89455,33.306274,Positive
music_1575606934.492586,BRAVO🥀,Who’s ready for this new music 😈,-87.022484,35.994568,Positive
music_1575606936.962923,em🦕,i don’t even know what i want to listen to first all these people are releasing music at the same time and i caNT,-86.493835,35.4436,Positive
music_1575606938.619751,dorrie :),if anybody would like to send there playlist to me... need some new music,-94.15157,33.361206,Positive
music_1575606939.71793,brandon,love having kpop and edm instead of rock music 🤡🤡🤡,-95.823265,29.522326,Positive
music_1575606939.945501,𝓮𝓵𝓵𝓮,80’s and 90’s music really be hitting different,-2.319934,53.343624,Positive
music_1575606942.789444,Eastvalley Music Dr Bernard,Wheeler High School Tri M Music Honor Society visits Eastvalley! @CobbPerforms @ccsd_inst_mus @EastvalleyEagle… https://t.co/ICsqOgLxvs,-85.60516,30.355644,Positive
music_1575606949.262864,Tush eyan Thugger Lion 🦁,I would love to act a video for @youngthug or @wizkidayo,4.1969,8.093148,Positive
music_1575606955.474286,papa john's day of reckoning,"Here's the music vid :)

https://t.co/goHV6FKhd0",-91.51308,36.9703,Positive
music_1575606960.717856,mona,how is pop your top genre like do you not appreciate good music,-74.02667,40.683933,Positive
music_1575606960.959344,#BTSDaesang G. Alzen,Gaon data 60% sales and 40% judges’ votes i’m crossing my fingers,121.01676,14.567448,Neutral
music_1575606961.931358,Richpen,"@MadeInKrockCity Now Out On 9jaflaver!!

*RichPen Ft CasyVibez - Confidence*💥💥💥

*Download on 9jaflaver here:*  https://t.co/MvBHDABcKI",7.356623,10.425262,Neutral
music_1575606982.078161,ST™,"But im back in shape 
Mended the relationship with both my parents 
Got some hang time on my braids 😂
Still got a r… https://t.co/tp0edtQs0x",-85.60516,30.355644,Neutral
music_1575606985.435962,ALLY is more than BROKEDT & TIREDT 🤟😪,Me at work,120.92081,14.64731,Neutral
music_1575606986.329777,Will Acker,Apple Music did it first.,-91.218994,30.35416,Positive
music_1575606992.551005,Michie,I’m learning a lot from some people after seeing their @Spotify music of the decade #spotifywrapped,-81.5975,46.195652,Neutral
music_1575606998.777761,Mission Arts Center,Need a little #happy in your Holidays? Join @LMStudioSF and @MissionArtsCtr this for a #FREE Holiday #Caroling Part… https://t.co/yvJDMqKHyE,-122.32889,37.49775,Positive
music_1575607000.153146,Lauren Marie,https://t.co/zbX0Pz84qk this girl set fashion way ahead of time @ashleesimpson &amp; her music is epic to sing blasting… https://t.co/n6JEKWHzKg,-118.26239,34.521164,Positive
music_1575607002.780022,Maybe: Parker,Well here’s my Apple Music Top Played of 2019. https://t.co/VERAqzZnln,-90.310295,34.982925,Positive
music_1575607003.657559,🎼 rebeka rose,This isn't how we need to be teaching our kids to deal with their feelings. The entire lyrics. Toxic AF. I know dam… https://t.co/g86eQI9r0v,-84.19397,35.831436,Neutral
music_1575607004.159732,em,@RjMartinez_84 FUCK OUTTA HERE APPLE MUSIC,-88.07082,42.920822,Negative
music_1575607005.384125,Ghostface Dae 🦹🏾‍♂️,Music had me dead,-122.56222,47.166862,Negative
music_1575607013.436112,Rotaract Kenya,"@RCMuthaigaNorth invite all of us for an end year party... Nyama, music and chill 😀😀😀🎊🎉 @RotaractShow will be award… https://t.co/Clfd79etDQ",36.664574,-1.389053,Neutral
music_1575607018.510055,Beatgrrrl 🌹,The Rolling Stones ‘Let It Bleed’ Sounds Timely as Ever 50 Years Later https://t.co/Tr7Hd9XvhJ,-118.44845,33.976883,Neutral
music_1575607023.86603,silly saboodah,I love this lmao where is the full track ?is it on Apple Music?,-95.823265,29.522326,Positive
music_1575607026.89374,👑given 🇿🇦 👑,Ma 70's what's your obsession with freddy gwala's music?,28.014076,-26.057257,Neutral
music_1575607049.252009,james cassar,shout to @young_hearts for coming to d&amp;b and playing a total of two games and then just talking about working for m… https://t.co/t7VIi1SB2u,-87.63464,24.396309,Neutral
music_1575607050.425017,Johnny HC,Perhaps a bit too funny for this early...,54.893974,24.618254,Positive
music_1575607050.601187,Chris Brandt,"Just finished marking my @BCIT Music Biz class exams. To give you a sense of my students, one exam answer given was… https://t.co/0BRR7sybkA",-123.22421,49.19854,Neutral
music_1575607051.136888,wanting*safe*&*sound❄⛄☮🏀,"@MHCrisisAngels Music. Writing or reading quotes, lyrics or poetry. Talking to my son or others about their life an… https://t.co/WD3HXLimWq",-123.159584,44.577587,Neutral
music_1575607078.062469,chlo🍉8 days,how much money do i have to pay to touch harry styles like in the lights up music video?,-119.76334,34.395527,Positive
music_1575607085.263384,Felix the Great,Australian music scene so talented! I’m here for it ❤️,144.59373,-38.43386,Positive
music_1575607094.783098,Kareem Flex,Well said bruv👍💯,-0.347025,5.51713,Neutral
music_1575607117.125694,Owade Steve,My daughter is gonna love this.,33.916607,-1.386486,Positive
music_1575607118.627233,CRPNTR,Lol I had Vapor Twitch as one of my top genres this year and I was like what the fuck is that? Looked it up and it… https://t.co/G8P5aJkIST,-122.138435,47.954556,Positive
music_1575607123.812166,ERIC PEÑA,@SammyJ_Musik DOING HIS THANG! GREST MUSIC...,-95.35296,29.76836,Neutral
music_1575607126.692249,methylsulfonylmethane,this is why apple music listeners are superior,-111.234055,32.308697,Positive
music_1575607128.8193,♛D,@Kehlani Drop 👏🏽 new 👏🏽 music 👏🏽 then!!!!! 🤗,-118.6684,33.704536,Positive
music_1575607139.781157,Sarah misses tour,Fuck I love him at this song so much,-114.38418,48.159653,Positive
music_1575607141.823945,supa !,@Akademiks I got a new song coming out next Friday on the 13th called mt. olympus ! music in my bio if y’all wanna… https://t.co/VdAnKOxB9C,-84.57683,33.647503,Positive
music_1575607141.8985,E D D I E 🏄🏾‍♂️💦,Good Music Dropping In 20mins I’m Here,-103.002655,33.615765,Positive
music_1575607147.200545,𝗔𝗗𝗘𝗠 𝗘𝗩𝗘,@TheNattyNatNat MAGIC!!! Honestly we aced it on the music front in the Balkans this year... even if it was another year without a JK album 😂,144.29065,-38.216797,Positive
music_1575607149.998131,✨,I have a flawless taste in music.. a wide range. Honestly.,-158.02861,21.306026,Positive
music_1575607152.742022,Jack Frost ❄️🎄,Ready for that Roddy 🤝🔥,-118.1934,33.97052,Positive
music_1575607159.193783,Mojita,Apple has basically the same thing as Spotify if you wanna check ur top artists/songs/albums etc of the year and u… https://t.co/TQK1KHEYnu,-76.231346,43.041805,Positive
music_1575607160.284295,eula,same!! also why spotify never gets my discover weekly right!!,125.21482,6.959006,Positive
music_1575607169.608347,Josh,"Hard not to listen to @theweeknd , music just hits! https://t.co/qBT4CQGXOz",-118.2808,34.630943,Negative
music_1575607172.050936,* Stevie’s Backup. 🚨,"* @ladygaga (feat. @xtina) :| do what  u want. 

https://t.co/ApAZemyCHy",-73.77069,40.610348,Neutral
music_1575607183.676387,👑 BRI' MARIE  💎,I’m weak 🤣🤣🤣,-83.20017,39.832012,Negative
music_1575607200.631889,Ash,“Dave Tipper is the Elon Musk of edm music”,-87.63464,24.396309,Neutral
music_1575607204.87023,stina,all i want for christmas is sweet lady by 03 on apple music.,-118.6684,33.704536,Positive
music_1575607206.644927,Kelsey Utne,@ashleymomara #$&amp;++-_##$!!! I hadn't heard this version- thank you!! I freaking love this song and the album is par… https://t.co/9aWZDPpX4j,-76.54774,42.41815,Positive
music_1575607214.44327,Owade Steve,512mbs gyels. So fine,33.916607,-1.386486,Positive
music_1575607216.777235,Alex Renzoni,everyone listens to music so for the love of god PLEASE STOP POSTING YOUR SPOTIFY WRAPPEDS,-79.76259,40.477383,Positive
music_1575607241.914838,린다,...Apple Music users on silent....me...I’m on silent,-83.35396,32.04683,Neutral
music_1575607249.932881,The Work Husband,@tashigolean @Diddy I wish he’d stop making music,-96.97752,32.620678,Neutral
music_1575607259.493192,.,Play Dancing Queen &amp; David Dobrik magically appears,-118.23089,33.905083,Positive
music_1575607260.829169,dj seasonal depression,Not me calling all my friends to wake them up from their peaceful slumbers so they can watch the #AdoreYou music vi… https://t.co/7omjPjmkmA,-79.63932,43.40322,Positive
music_1575607270.483758,Darth_Smokey,Wait I can go buku and then music week?,-111.97905,33.319946,Neutral
music_1575607279.282242,Spiderman’s Thick Web Shooter,"@djordxc @4everBrandy Id produce the music version of The View with yourself, @MathewNoKnowles , @BeckhamHeir ,… https://t.co/RcmKV6VKe1",-83.72824,32.49587,Neutral
music_1575607291.882109,Kael,White people music stopped being good when they stopped making rock.,100.25518,5.24396,Positive
music_1575607293.620334,The Real A1 Grand 💋,This and Paradise will forever be in my top 5 by my future 🥰🥰🥰🥰,-80.29322,25.881298,Positive
music_1575607296.509327,Karen Marylin Lopez 🦋,It’s so stupid to hate someone for the type of music they like #locals 🤢🤮,-95.823265,29.522326,Negative
music_1575607312.680478,Tracey Blair,@AshleyMcBryde .... I know this is a very very long shot but my Grandson’s love you &amp; the guys &amp; your music &amp; espec… https://t.co/PzNYU7SqJ0,-91.51308,36.9703,Positive
music_1575607317.84401,Chad Chad Chad,This is the kind of videos that kickstarts your Friday 🤣,18.318033,-34.35839,Positive
music_1575607323.359093,✰Jojo Martin✰,And I’ll say it again.. country music will always be IT 🎶,-90.77999,29.54435,Neutral
music_1575607325.017077,voodoo mama juju,Screaming,-90.13923,29.853716,Neutral
music_1575607336.373531,Vehlinggo,Shoutout to @goldroom for always making such great moods (and music),-74.04188,40.570843,Positive
music_1575607340.251548,Stormy Semich,This is great.,-97.26899,31.45507,Positive
music_1575607340.471565,Svdden Dez,@Lowkey_life Yes yes yes we got fire music tasteeee,-123.86033,46.95147,Neutral
music_1575607340.735577,Jose Garcia.,I’m Apple Music now but ofc always listening to the GOAT https://t.co/Hoc330ztoW,-118.09857,33.882744,Neutral
music_1575607359.195357,Roy G. Biv,This video has me so dead omfg 😂,-87.022484,35.994568,Negative
music_1575607364.684792,chandler,im just now listening to her music but i’m literally obsessed oh my god https://t.co/iK1tcZNqbX,-86.4986,38.53926,Negative
music_1575607367.517049,MY CHARACTER STILL INTACT,Older music is really timeless,-90.25059,38.723404,Positive
music_1575607378.141193,Chisom Obiajulu,And here goes Apple music https://t.co/zXQUzHUFjt,7.454221,6.377634,Neutral
music_1575607392.747129,Chad Avedillo,"Hey Billie, i love you. 😘 #xanny",120.99888,14.513482,Positive
music_1575607393.149493,Jessica Boling,Love Spanish music,-106.63487,31.620668,Positive
music_1575607396.551133,juno🥶,imagine not having both lmao,-95.823265,29.522326,Positive
music_1575607397.838108,ㅤㅤ,"The music video for ‘apathy’ will be out soon. I’ll be updating ASAP, sorry for the delay.

 I am really thankful f… https://t.co/y03PwZNKyu",125.0103,5.958744,Negative
music_1575607411.293124,Amanda Guerra,The background music is the best part,-80.20811,26.080935,Positive
music_1575607419.955588,Havel,Yo 100% I hate sound design. This is the most aggravating thing when it comes to music for me. I am so bad at it its insane,-121.26026,38.621445,Negative
music_1575607430.981231,ᴍᴏᴇɴ,THE SMITHS,-74.02667,40.683933,Neutral
music_1575607432.233243,Ed McDonough,Your contributions can help make Music Count in Canton. Hear board member Mr. Mondillo explain how much. Consider d… https://t.co/iZmjhF1ABL,-71.23855,42.149887,Positive
music_1575607447.599016,J ®️,At least we got new music dropping tonight for all my music lovers.,-96.97752,32.620678,Negative
music_1575607453.046067,Branx Roeux,"@carliehanson Since only one ..GIRL...BIMA,,,hit me so hard to fell off n love with ur music more... LOVE U💗",120.98971,14.589376,Positive
music_1575607456.048728,Jimmy Coffman,"@DMendoza2032 Not a hater. Just like good music and yours , well it stinks.",-124.848976,45.54354,Positive
music_1575607460.478465,Jerald Pierucci,@mattblively Amazon music for the win,-119.30084,35.463436,Positive
music_1575607466.074742,James Patrick Herman,@Maverick’s @AdamLeber and #GeeRoberson are the wind beneath @LilNasX’s wings — and his career could not be in bett… https://t.co/RHuabTene9,-118.6684,33.704536,Neutral
music_1575607471.417277,Tiana,your wife 😍🤤,-97.186745,32.530914,Neutral
music_1575607484.624124,Updated News,Nice you work harder,110.83305,-6.806007,Positive
music_1575607485.634038,Binho,This kid is a mf legend😂😂😂,-95.823265,29.522326,Neutral
music_1575607489.254224,sad girl syd,There’s so much new music dropping tonight I’m so excited !!,-98.77856,29.141956,Positive
music_1575607506.232987,Olga✨,Lmfaoo,-87.94003,41.6441,Neutral
music_1575607507.405471,Mac Chestnut,@montegarrett and WHS Choirs. Thank you for making music with us tonight. Appreciate all the work you’ve put in and… https://t.co/Q4kOKxUdEc,-98.14593,32.781326,Neutral
music_1575607513.313552,ST™,Wassup,-85.60516,30.355644,Neutral
music_1575607517.258445,yiii,@HunterHayes You are always one of my top artist. (Even my artist of the decade!!) Your music is my go-to music whe… https://t.co/wSqHJnTBYj,120.99888,14.513482,Positive
music_1575607542.545663,jammi.,Apple Music users... can y’all transition y’all music to sound like it’s a fucking mix? I didn’t think so.,-84.38655,30.365093,Negative
music_1575607543.78291,🦁⚡️Jonathan😈Betamen 🌈♌️,"@mannyosauce Oh yes I love her, I grew up with her music 🎶",-94.67352,31.347708,Positive
music_1575607543.984579,Eren Telimen,There is so much new music coming out at midnight tonight.......but my 8am presentation/exam https://t.co/AznusZnGyl,-81.046875,35.001705,Positive
music_1575607553.704933,Nic🍂,I need a bath with a couple candles lit and some music going,-117.788284,33.921547,Neutral
music_1575607555.28659,isa,No but literally my #1 song was my mental breakdown in January idontwannabeyouanymore like???,-87.63464,24.396309,Negative
music_1575607559.612125,Matt Williams,@Ms_3K20 Listening to music on Spotify,-73.09384,41.51397,Neutral
music_1575607664.920463,teeny,I genuinely find seeing what top artists/songs people have listened to this year interesting... i fw a person so ye… https://t.co/w5W28UqqUJ,-73.40307,40.72764,Positive
music_1575607680.901291,K8MAY,@nikbikinibottom you def have apple music,-73.98457,40.899734,Neutral
music_1575607685.200612,Ed McDonough,"“Some people think music education is a privilege, but I think it’s essential to being human.”
– Jewel – singer, so… https://t.co/QEBBEC54qI",-71.23855,42.149887,Neutral
music_1575607694.796041,Dj Sinfonia ™,Get early access to my new electronic dance track #LoTiempa ahead of its worldwide release via all music streaming… https://t.co/fDc7boAkVB,-86.34844,39.631676,Positive
music_1575607708.601923,Jackie B.,@PTXofficial thanks for a great show tonight!!  My sister fed my obsession for a cappella music by buying tix for y… https://t.co/gNHZ19cqbV,-77.262146,38.811092,Positive
music_1575607715.845228,rebecca,GOD haley heynderickx is so good live i got the chills so many times during her set how can someone be So incredibl… https://t.co/bQZCeWegc2,-74.02667,40.683933,Positive
music_1575607717.229619,Sydney,My boyfriend wants you to release new music 😭😗,-99.97434,27.268162,Positive
music_1575607718.119313,Timeline Tear-row-wrist🇪🇭🇦🇪,How u find a way to white girl this shit?,-114.31604,50.84278,Negative
music_1575607719.015708,Bix,"#BSG rewatch status: “Will someone turn off that music!”

Here we go.",-122.79006,45.421864,Neutral
music_1575607721.575373,kyatt🌸,it’s me,-79.874115,38.90785,Neutral
music_1575607744.824658,The Implicit Order,Just close your eyes and stare in peace. https://t.co/xpoWYkXqML,-89.57151,36.497128,Neutral
music_1575607753.743382,John Lusk (feat. Pitbull),thank the great jesus in the sky for this wonderful thread,-96.06563,35.968624,Positive
music_1575607776.371884,peanut butter conductor,"if anyone’s wondering what december’s like for a music grad student, brayten took my glasses and i full blown started sobbing",-73.50814,41.187054,Positive
music_1575607795.026409,Andrew Scott,@kubukoz I dropped from 1800 hours of music to 1200 hours. FWIW I've spent a lot more time in the office this year.,-122.43623,47.495316,Positive
music_1575607822.705374,carole ann,my brain thinks it’s 5am and I just cry-laughed at every single one of these,-118.6684,33.704536,Negative
music_1575607827.7931,Niy the gemini♊️,she dont know whether to be mad or enjoy it😫😂,-75.28028,39.87181,Negative
music_1575607841.927822,Lara Donsky,Stopped to listen to the music #TTCmusic today on my way downtown. https://t.co/87EwuOrC0y,-79.38577,43.670757,Neutral
music_1575607849.026016,🦇LINDA🔮🔜Debt💀,IM SO EXCITED,-92.158646,30.115967,Positive
music_1575607851.123107,tyler 🎄❄️,"i can totally see taylor saying this at lover fest:

“you know my favorite holiday is in december..&amp; i’ve got this… https://t.co/E4ixe7CN9q",-95.823265,29.522326,Positive
music_1575607851.194849,🎄🎅🏻Nik Ford 🎅🏻🎄,@jlove1982 Yeah I love Apple Music. Still use Spotify on occasion.,-82.40189,28.011288,Positive
music_1575607855.555143,Von,Von The Don - Game (Official Music Video) https://t.co/IZaa67BQ1n via @YouTube,-102.03377,33.44712,Negative
music_1575607858.047565,Aswin Krishna,"A Soft touch of this Masterpiece by Raja Sir🖤

Random Playing !
#music #maestro #MusicIsKing #piano #soft #forte… https://t.co/GfpTZTUtfs",78.46472,10.640868,Negative
music_1575607862.302114,Barrett 🇺🇸🇯🇵,"Supposedly none of the original music (some of Disney’s best), but this looks good. #Mulan 
 https://t.co/5HSFIJz5C4",139.72989,35.668552,Positive
music_1575607872.988315,Streetmob Cartel,Imagine hopping in my car and saying u don’t like Detroit music and then.......🤣🤣🤣🤣,-83.288055,42.255085,Neutral
music_1575607877.214684,Rainbow UG,"New style
New Month
New music dropping soon
Still Rainbow UG https://t.co/6Sck3EfabD",32.416622,0.164853,Positive
music_1575607894.924939,kendra ✨,EVERY TIME,-70.976715,42.683838,Neutral
music_1575607900.121096,kla💛,where the hell is white horse?? Love story?? OUR SONG??? y’all crazy,-87.699646,37.92398,Negative
music_1575607901.739057,B,I cannot express enough how much it makes my heart smile that Nicholas always lets me pick the music in the car.,-80.18347,40.299458,Positive
music_1575607902.366396,B ❁,I’m here for this,-97.92893,30.127892,Neutral
music_1575607911.837107,Luc!ne,literally me https://t.co/a28SC0FAtD,-118.6684,33.704536,Neutral
music_1575607922.98067,JL$lim,Working on a bunch of New Music 🎶 got me happy as fuckkk to create and put out this music for my fans 💯,-79.74626,44.31813,Positive
music_1575607928.708287,Queanna Rea' Feather,Let’s make beautiful music together 🎶 Take about #TBT all before I started modeling and was simply helping a friend… https://t.co/08fcLr7285,-117.967316,34.00186,Positive
music_1575607934.797924,Ja💤,"i hate bitches that get mad when i tell them i’ve been listening to the music THEY PUT ME ON, LIKE WTFF BITCHHHH ITS A COMPLIMENT 🥴💀",-95.23458,29.59057,Negative
music_1575607936.409006,Ghambit,@shadysthrone Because he has white fans who buy his albums reguardless lol. Idk if u actually pay attention to his… https://t.co/qqhZVuYgOb,-121.69198,36.643803,Positive
music_1575607939.646097,HEK,The lack of proper syntax is hurting my head. I’m going to sleep.,-95.823265,29.522326,Neutral
music_1575607944.70696,JAMES,"Wag Mong Ikunot Noo Challenge/Fan Project for SB19 
You can do the same part that I did, other part of the song/do… https://t.co/dwukDhMxrc",-115.384094,36.12946,Negative
music_1575607946.754564,LOCAT,finally some real music. you can hear the passion in his voice,27.673084,-26.799513,Positive
music_1575607957.810503,TravoyintheFlesh,"@_Jemmstonee My choices, my songs, sometimes on random. Neither services has all the music I want. I.E. Tanks first… https://t.co/WY8yePPUAT",-79.63932,43.40322,Negative
music_1575607971.275503,Andrew,@Ryno_091 However I’d love him to be my music teacher.,115.617615,-32.675716,Positive
music_1575607982.720116,Country Boy 👨🏽‍🌾,Rylo blowing me with this Apple Music back n forth,-86.184555,33.402897,Neutral
music_1575607998.068454,Acesiz ™️,TG Kommas -Shine  (Official Music Video) https://t.co/Gvn4aeLSVy via @YouTube @TgKommas 🔥🇬🇧,-0.06111,51.54997,Neutral
music_1575608033.129807,Neil Kucera,"Watchin @yesterdaymovie w/ my fam:

Mom: Is this based on a true story?

Family: ...

Me: You mean was their a glob… https://t.co/xt8uZ9aws6",-122.51492,37.708076,Positive
music_1575608044.509996,golf daddy,im sorry i have good music taste and u do not,-73.97296,45.410095,Positive
music_1575608047.099573,Dalen,@AppleMusic I’m sorry 😞 but it’s time for @Spotify to take your rightful place of over drafting my student bank acc… https://t.co/VKSUsZwmmK,-76.661194,39.10573,Negative
music_1575608050.293888,Ghambit,@shadysthrone @King_Of_Gods_ @OffsetYRN Dead @ dominating black music 😂😂😂😂😂 Nah fam. He def hasn’t . Quit with ur c… https://t.co/IEvZ2U3MLK,-121.69198,36.643803,Negative
music_1575608051.535447,AnnaBanana,Y’all I’m watching Parx music videos over and over on YouTube. Someone come get me before I fall to the random depths....,-85.60516,30.355644,Negative
music_1575608058.7817,Leonard SA,"Well, not all explicit music is censored, specifically on Kenji by Fort Minor word (gunman) and some other music I… https://t.co/jalpSFe9WA",106.79241,-6.268342,Negative
music_1575608062.802704,fukedukayshon,Girl,-78.36888,17.705786,Neutral
music_1575608087.725522,Matt,This is an under appreciated thread,-84.51591,42.704506,Positive
music_1575608091.067037,cari,music just be hitting’ different in spanish💔 https://t.co/RWJRAT4Oel,-119.097336,34.33027,Neutral
music_1575608106.837314,Amy Phan,"Apple Music friends, you can view who your top artists/songs are, too. You have to sign in with your Apple ID on a… https://t.co/tsQoV7U4Q9",-117.28254,32.53962,Positive
music_1575608112.793495,🌸 E X I S T 🌸,I’m WEAK!!,-118.6684,33.704536,Negative
music_1575608124.641548,🤖,😂 I cannot wait to tag team being annoying with my kid 😇,-82.29218,41.40187,Negative
music_1575608126.033659,ƙay♌️,"My top artists on Apple Music for this year were melly, young boy, juice world, polo g and kehlani... wtf was I going thru 💀",-85.649605,42.215553,Positive
music_1575608130.39295,Walmard,Y’all ever be listening to music sitting down and flex ya buttcheeks to a song??👶,-150.03526,61.043884,Negative
music_1575608132.257409,Porfy Martinez,"Ugh, my Apple Music year in review is depressing, not even going to share it. I need to really get back in to my mu… https://t.co/PUlZIPNPc9",-103.26693,34.375717,Negative
music_1575608138.048314,MG,I want to listen to music and watch Netflix at the same time https://t.co/3hSkdlc1v0,-111.08322,32.0578,Neutral
music_1575608138.912183,humter,you are going to see this exact tweet or variations of it for the next week,-122.03531,37.193165,Positive
music_1575608142.720237,Firekidi,"Thanks everybody for supporting my music..! 

Song #NYOTAYANGU 
Artist #firekidi https://t.co/WfbdqDtLWk",39.00811,-7.190649,Positive
music_1575608143.351414,Maggie Chang,"LOLLLLLL. 

Apple Music users look on as Spotify share their yearly reviews  https://t.co/xjyebmbfOC",-84.710724,39.052963,Neutral
music_1575608148.982369,Elena💜,Awesome! 💜😁 @BTS_twt  @halsey  👏🏼💕,-118.19295,34.00802,Positive
music_1575608157.569565,KORE Women,If you have yet to listen to this week’s KORE Women Podcast episode— check it out! This week’s featured guest is Av… https://t.co/d2hyMVUkr1,-83.67529,36.540737,Neutral
music_1575608159.224414,Ghambit,@shadysthrone @King_Of_Gods_ @OffsetYRN It must make u mad that all American music is black too huh? 👀 Chances are… https://t.co/mTuHERvJXg,-121.69198,36.643803,Negative
music_1575608167.229645,ً,"Did you guys know theres a unofficial lovely music video?
I had to cut a bit off cause of the 2:20 limit https://t.co/rzhQnT28eh",-74.04188,40.570843,Positive
music_1575608169.161906,Jacob Svetz,"Takeaways from Frozen II:

Sad the Rapunzel wedding theory fell through.

The movie confirmed Elsa would win a Disn… https://t.co/bfVdMzd9H2",-96.37703,30.520359,Positive
music_1575608195.023857,Sara Karnes,"The dedication... wow. I am impressed. 

(GIF Description: Rick Astley dances behind a mic.) https://t.co/K1tyXB13z8",-95.774704,35.995476,Positive
music_1575608195.128356,Mike,Seether - Broken ft. Amy Lee (Official Music Video) https://t.co/UJ5xyIQ3ZY via @YouTube | touching down here ☠️😔,-73.50814,41.187054,Negative
music_1575608196.460605,Faith Charlene ✌🏼,IT'S OUT ON APPLE MUSIC!!!!! I CANT CHILL #SUGAsInterlude,51.447704,25.2216,Neutral
music_1575608208.320028,.,@Emo_Bear @GUNNERSELLWHITE Buddy listening to the menu music,-81.78444,28.492504,Neutral
music_1575608220.565443,Luke,Yeah my Spotify wrapped shows my music taste consists entirely of old/deceased white men what about it,-78.5285,38.009552,Neutral
music_1575608224.650786,Dee Severe,@BrianBuckWargo @tonywal56699502 @VitalVegas Only if you have a private plane. Have you been to LAX recently?  I'd… https://t.co/aaA74QQJfu,-120.00574,35.002087,Neutral
music_1575608234.691726,ScratchBar&Grill,"Tonight,Come Mingle With Us On The Ultimate Mingle Friday Inside Scratch Bar &amp; Grill Music Policy by @deejaymichez… https://t.co/TbDXhr35rr",36.82436,-1.284146,Neutral
music_1575608235.977894,Kathleen Pointer,Both the show and this piece of journalism ... DELIGHTS,-94.73312,38.868004,Neutral
music_1575608238.900394,🖌️ SeeBe°K 🎨🧩,"What The Truck!!
Unplanned, unannounced changes to arts... ""We were not permitted any opportunity to provide advice… https://t.co/Qcg5zKebHA",148.99593,-35.48026,Neutral
music_1575608252.219766,so.. no head (7-0),8-0 😎 *cue cool boy music*,-85.56997,32.532448,Positive
music_1575608256.504913,Greg Lightner,Makeup I did with @leesasimone for the new Diddy/Ozuna music video. https://t.co/vFebf585Qn,-116.56779,33.779427,Positive
music_1575608262.48509,T-Lxve 🦅,"New Music Alert!! 

Every Single Day  - Thaddis Love https://t.co/RWulxKukGu via @YouTube",-120.00574,35.002087,Positive
music_1575608272.768793,Fuller Todd,"Not gonna lie, posting that sad ass Apple Music replay to my story was near soul crushing.",-74.02667,40.683933,Neutral
music_1575608307.549285,Monica Hemingway,"@Morgan_Evans Music lives here... you rocked this seaside town, tonight. Great show Morgan!",-74.02712,40.213215,Positive
